opp_id,order_id,status,account_id,close_month,order_month,crm_amount_eur,erp_amount_eur,diff_eur
OPP-00491,SO-00351,MATCHED,C0063,2025-09,2025-09,166464.68,166464.68,0.0
OPP-00494,SO-00352,MATCHED,C0113,2025-11,2025-11,17619.84,17619.84,0.0
OPP-00495,SO-00353,MATCHED,C0012,2025-04,2025-04,24143.55,24143.55,0.0
OPP-00496,SO-00354,MATCHED,C0066,2025-05,2025-05,67897.4,67897.4,0.0
OPP-00499,SO-00355,MATCHED,C0076,2025-07,2025-07,20375.55,20375.55,0.0
OPP-00501,SO-00356,MATCHED,C0097,2025-07,2025-07,65026.77,65026.77,0.0
OPP-00502,SO-00357,MATCHED,C0017,2025-07,2025-07,19152.64,19152.64,0.0
OPP-00503,SO-00358,MATCHED,C0113,2025-04,2025-04,24699.57,24699.57,0.0
OPP-00504,SO-00359,MATCHED,C0040,2025-04,2025-04,32023.96,32023.96,0.0
OPP-00507,SO-00362,MATCHED,C0046,2025-01,2025-01,73511.4,73511.4,0.0
OPP-00509,SO-00364,MATCHED,C0043,2025-01,2025-01,20743.9,20743.9,0.0
OPP-00510,SO-00365,MATCHED,C0025,2025-02,2025-02,31929.24,31929.24,0.0
OPP-00511,SO-00366,MATCHED,C0094,2025-08,2025-08,16963.05,16963.05,0.0
OPP-00513,SO-00367,MATCHED,C0115,2025-07,2025-07,26058.76,26058.76,0.0
OPP-00514,SO-00368,MATCHED,C0018,2025-10,2025-10,38171.78,38171.78,0.0
OPP-00519,SO-00370,MATCHED,C0086,2025-07,2025-07,153664.5,153664.5,0.0
OPP-00526,SO-00373,MATCHED,C0055,2025-05,2025-05,50700.97,50700.97,0.0
OPP-00527,SO-00374,MATCHED,C0101,2025-11,2025-11,57623.7,57623.7,0.0
OPP-00529,SO-00375,MATCHED,C0047,2025-06,2025-06,20443.94,20443.94,0.0
OPP-00542,SO-00381,MATCHED,C0017,2025-07,2025-07,30868.81,30868.81,0.0
OPP-00543,SO-00382,MATCHED,C0067,2025-07,2025-07,34814.1,34814.1,0.0
OPP-00546,SO-00384,MATCHED,C0025,2025-10,2025-10,22746.36,22746.36,0.0
OPP-00549,SO-00385,MATCHED,C0084,2025-06,2025-06,13547.96,13547.96,0.0
OPP-00551,SO-00387,MATCHED,C0101,2025-04,2025-04,23663.22,23663.22,0.0
OPP-00552,SO-00388,MATCHED,C0091,2025-08,2025-08,28205.97,28205.97,0.0
OPP-00553,SO-00389,MATCHED,C0017,2025-10,2025-10,34872.1,34872.1,0.0
OPP-00554,SO-00390,MATCHED,C0026,2025-03,2025-03,24008.44,24008.44,0.0
OPP-00558,SO-00393,MATCHED,C0060,2025-08,2025-08,7758.49,7758.49,0.0
OPP-00559,SO-00394,MATCHED,C0088,2025-11,2025-11,23938.83,23938.83,0.0
OPP-00560,SO-00395,MATCHED,C0084,2025-06,2025-06,7974.7,7974.7,0.0
OPP-00566,SO-00399,MATCHED,C0066,2025-06,2025-06,38206.46,38206.46,0.0
OPP-00569,SO-00401,MATCHED,C0056,2025-08,2025-08,18015.8,18015.8,0.0
OPP-00570,SO-00402,MATCHED,C0083,2025-07,2025-07,20669.39,20669.39,0.0
OPP-00572,SO-00403,MATCHED,C0112,2025-01,2025-01,10267.82,10267.82,0.0
OPP-00573,SO-00404,MATCHED,C0033,2025-04,2025-04,24640.87,24640.87,0.0
OPP-00574,SO-00405,MATCHED,C0012,2025-04,2025-04,48543.81,48543.81,0.0
OPP-00578,SO-00406,MATCHED,C0049,2025-03,2025-03,24952.43,24952.43,0.0
OPP-00582,SO-00407,MATCHED,C0018,2025-02,2025-02,24134.77,24134.77,0.0
OPP-00583,SO-00408,MATCHED,C0103,2025-04,2025-04,81045.31,81045.31,0.0
OPP-00585,SO-00410,MATCHED,C0071,2025-07,2025-07,38449.35,38449.35,0.0
OPP-00586,SO-00411,MATCHED,C0106,2025-10,2025-10,16743.11,16743.11,0.0
OPP-00591,SO-00414,MATCHED,C0063,2025-07,2025-07,16911.99,16911.99,0.0
OPP-00592,SO-00415,MATCHED,C0013,2025-02,2025-02,14706.43,14706.43,0.0
OPP-00594,SO-00417,MATCHED,C0016,2025-05,2025-05,45115.97,45115.97,0.0
OPP-00596,SO-00418,MATCHED,C0090,2025-02,2025-02,15402.99,15402.99,0.0
OPP-00599,SO-00421,MATCHED,C0103,2025-12,2025-12,15856.68,15856.68,0.0
OPP-00600,SO-00422,MATCHED,C0034,2025-09,2025-09,14804.32,14804.32,0.0
OPP-00058,,MISSING_IN_ERP,C0017,2025-02,,17399.31,,-17399.31
OPP-00080,,MISSING_IN_ERP,C0064,2025-01,,33996.29,,-33996.29
OPP-00118,,MISSING_IN_ERP,C0011,2025-01,,8656.71,,-8656.71
OPP-00131,,MISSING_IN_ERP,C0101,2025-11,,25943.08,,-25943.08
OPP-00184,,MISSING_IN_ERP,C0083,2025-07,,24764.44,,-24764.44
OPP-00229,,MISSING_IN_ERP,C0013,2025-09,,55905.1,,-55905.1
OPP-00289,,MISSING_IN_ERP,C0112,2025-01,,11074.39,,-11074.39
OPP-00342,,MISSING_IN_ERP,C0119,2025-07,,89050.67,,-89050.67
OPP-00377,,MISSING_IN_ERP,C0028,2025-12,,3491.16,,-3491.16
OPP-00409,,MISSING_IN_ERP,C0064,2025-02,,23836.9,,-23836.9
OPP-00417,,MISSING_IN_ERP,C0034,2025-08,,17419.12,,-17419.12
OPP-00571,,MISSING_IN_ERP,C0102,2025-05,,29030.19,,-29030.19
,SO-00423,NO_CRM_OPPORTUNITY,C0040,,2025-01,,2499.78,2499.78
,SO-00424,NO_CRM_OPPORTUNITY,C0091,,2025-04,,3416.25,3416.25
,SO-00425,NO_CRM_OPPORTUNITY,C0054,,2025-09,,4608.31,4608.31
,SO-00426,NO_CRM_OPPORTUNITY,C0034,,2025-10,,1389.71,1389.71
,SO-00427,NO_CRM_OPPORTUNITY,C0070,,2025-04,,2448.25,2448.25
,SO-00428,NO_CRM_OPPORTUNITY,C0029,,2025-05,,831.39,831.39
,SO-00429,NO_CRM_OPPORTUNITY,C0014,,2025-07,,3191.61,3191.61
,SO-00430,NO_CRM_OPPORTUNITY,C0038,,2025-05,,9610.06,9610.06
,SO-00431,NO_CRM_OPPORTUNITY,C0001,,2025-08,,3578.37,3578.37
,SO-00432,NO_CRM_OPPORTUNITY,C0046,,2025-05,,3032.06,3032.06
,SO-00433,NO_CRM_OPPORTUNITY,C0046,,2025-03,,1980.35,1980.35
,SO-00434,NO_CRM_OPPORTUNITY,C0119,,2025-09,,2923.44,2923.44
OPP-00027,SO-00021,PERIOD_MISMATCH,C0092,2025-08,2025-09,11792.13,11792.13,0.0
OPP-00053,SO-00037,PERIOD_MISMATCH,C0062,2025-01,2025-02,24544.41,24544.41,0.0
OPP-00126,SO-00095,PERIOD_MISMATCH,C0015,2025-11,2025-12,31006.68,31006.68,0.0
OPP-00315,SO-00226,PERIOD_MISMATCH,C0065,2025-10,2025-11,57478.18,57478.18,0.0
OPP-00404,SO-00287,PERIOD_MISMATCH,C0061,2025-09,2025-10,42703.08,42703.08,0.0
OPP-00481,SO-00342,PERIOD_MISMATCH,C0049,2025-10,2025-11,19687.74,19687.74,0.0
OPP-00002,SO-00002,REFERENCE_NORMALISED,C0036,2025-07,2025-07,14549.23,14549.23,0.0
OPP-00026,SO-00020,REFERENCE_NORMALISED,C0040,2025-12,2025-12,36581.4,36581.4,0.0
OPP-00032,SO-00025,REFERENCE_NORMALISED,C0069,2025-09,2025-09,28294.52,28294.52,0.0
OPP-00034,SO-00026,REFERENCE_NORMALISED,C0015,2025-06,2025-06,48659.81,48659.81,0.0
OPP-00045,SO-00033,REFERENCE_NORMALISED,C0082,2025-11,2025-11,23724.7,23724.7,0.0
OPP-00048,SO-00035,REFERENCE_NORMALISED,C0035,2025-11,2025-11,22039.27,22039.27,0.0
OPP-00107,SO-00080,REFERENCE_NORMALISED,C0114,2025-12,2025-12,18041.47,18041.47,0.0
OPP-00125,SO-00094,REFERENCE_NORMALISED,C0003,2025-08,2025-08,80905.6,80905.6,0.0
OPP-00139,SO-00102,REFERENCE_NORMALISED,C0106,2025-02,2025-02,4142.34,4142.34,0.0
OPP-00154,SO-00114,REFERENCE_NORMALISED,C0071,2025-11,2025-11,35340.48,35340.48,0.0
OPP-00167,SO-00122,REFERENCE_NORMALISED,C0041,2025-01,2025-01,129319.87,129319.87,0.0
OPP-00175,SO-00127,REFERENCE_NORMALISED,C0091,2025-08,2025-08,94472.03,94472.03,0.0
OPP-00191,SO-00137,REFERENCE_NORMALISED,C0104,2025-05,2025-05,12703.42,12703.42,0.0
OPP-00223,SO-00164,REFERENCE_NORMALISED,C0007,2025-02,2025-02,68014.01,68014.01,0.0
OPP-00233,SO-00171,REFERENCE_NORMALISED,C0087,2025-11,2025-11,19672.75,19672.75,0.0
OPP-00239,SO-00175,REFERENCE_NORMALISED,C0119,2025-05,2025-05,19784.66,19784.66,0.0
OPP-00268,SO-00193,REFERENCE_NORMALISED,C0057,2025-03,2025-03,27436.12,27436.12,0.0
OPP-00275,SO-00198,REFERENCE_NORMALISED,C0034,2025-06,2025-06,23010.87,23010.87,0.0
OPP-00279,SO-00202,REFERENCE_NORMALISED,C0090,2025-05,2025-05,30542.87,30542.87,0.0
OPP-00286,SO-00208,REFERENCE_NORMALISED,C0022,2025-05,2025-05,5607.51,5607.51,0.0
OPP-00316,SO-00227,REFERENCE_NORMALISED,C0007,2025-11,2025-11,38259.0,38259.0,0.0
OPP-00351,SO-00248,REFERENCE_NORMALISED,C0052,2025-03,2025-03,32587.68,32587.68,0.0
OPP-00354,SO-00251,REFERENCE_NORMALISED,C0092,2025-03,2025-03,26892.58,26892.58,0.0
OPP-00366,SO-00259,REFERENCE_NORMALISED,C0063,2025-08,2025-08,72313.0,72313.0,0.0
OPP-00385,SO-00272,REFERENCE_NORMALISED,C0081,2025-09,2025-09,109171.37,109171.37,0.0
OPP-00394,SO-00280,REFERENCE_NORMALISED,C0039,2025-01,2025-01,35397.9,35397.9,0.0
OPP-00414,SO-00295,REFERENCE_NORMALISED,C0061,2025-12,2025-12,37327.06,37327.06,0.0
OPP-00438,SO-00312,REFERENCE_NORMALISED,C0076,2025-03,2025-03,16779.36,16779.36,0.0
OPP-00467,SO-00332,REFERENCE_NORMALISED,C0029,2025-07,2025-07,19070.95,19070.95,0.0
OPP-00471,SO-00333,REFERENCE_NORMALISED,C0031,2025-05,2025-05,42449.84,42449.84,0.0
OPP-00488,SO-00349,REFERENCE_NORMALISED,C0013,2025-01,2025-01,28903.87,28903.87,0.0
OPP-00505,SO-00360,REFERENCE_NORMALISED,C0004,2025-10,2025-10,51205.21,51205.21,0.0
OPP-00523,SO-00372,REFERENCE_NORMALISED,C0035,2025-11,2025-11,72194.09,72194.09,0.0
OPP-00530,SO-00376,REFERENCE_NORMALISED,C0038,2025-07,2025-07,15679.96,15679.96,0.0
OPP-00541,SO-00380,REFERENCE_NORMALISED,C0031,2025-05,2025-05,9895.44,9895.44,0.0
OPP-00545,SO-00383,REFERENCE_NORMALISED,C0037,2025-11,2025-11,54011.07,54011.07,0.0
OPP-00565,SO-00398,REFERENCE_NORMALISED,C0078,2025-07,2025-07,46192.43,46192.43,0.0
OPP-00568,SO-00400,REFERENCE_NORMALISED,C0046,2025-04,2025-04,75789.37,75789.37,0.0
OPP-00588,SO-00413,REFERENCE_NORMALISED,C0119,2025-03,2025-03,50294.91,50294.91,0.0
OPP-00071,SO-00052;SO-00053,SPLIT_ORDER,C0091,2025-07,2025-07,50436.52,50436.52,0.0
OPP-00088,SO-00066;SO-00067,SPLIT_ORDER,C0061,2025-10,2025-10,31861.76,31861.76,0.0
OPP-00198,SO-00141;SO-00142,SPLIT_ORDER,C0120,2025-02,2025-02,38032.25,38032.25,0.0
OPP-00209,SO-00150;SO-00151,SPLIT_ORDER,C0041,2025-03,2025-03,30602.61,30602.61,0.0
OPP-00210,SO-00152;SO-00153,SPLIT_ORDER,C0119,2025-08,2025-08,26928.43,26928.43,0.0
OPP-00262,SO-00190;SO-00191,SPLIT_ORDER,C0101,2025-08,2025-08,6727.2,6727.2,0.0
OPP-00302,SO-00217;SO-00218,SPLIT_ORDER,C0089,2025-11,2025-11,55278.9,55278.9,0.0
OPP-00323,SO-00231;SO-00232,SPLIT_ORDER,C0074,2025-11,2025-11,25272.59,25272.59,0.0
OPP-00396,SO-00281;SO-00282,SPLIT_ORDER,C0044,2025-06,2025-06,10063.25,10063.25,0.0
OPP-00408,SO-00289;SO-00290,SPLIT_ORDER,C0109,2025-12,2025-12,12518.63,12518.63,0.0
OPP-00557,SO-00391;SO-00392,SPLIT_ORDER,C0070,2025-07,2025-07,22820.04,22820.04,0.0
OPP-00019,SO-00015,SUGGESTED_MATCH,C0101,2025-05,2025-05,7227.78,7227.78,0.0
OPP-00041,SO-00029,SUGGESTED_MATCH,C0058,2025-08,2025-08,67284.52,67284.52,0.0
OPP-00065,SO-00047,SUGGESTED_MATCH,C0101,2025-01,2025-01,39585.45,39585.45,0.0
OPP-00114,SO-00087,SUGGESTED_MATCH,C0059,2025-05,2025-05,24115.52,24115.52,0.0
OPP-00190,SO-00136,SUGGESTED_MATCH,C0035,2025-05,2025-05,74446.43,74446.43,0.0
OPP-00241,SO-00177,SUGGESTED_MATCH,C0023,2025-12,2025-12,6253.64,6253.64,0.0
OPP-00243,SO-00179,SUGGESTED_MATCH,C0113,2025-05,2025-05,47249.59,47249.59,0.0
OPP-00332,SO-00237,SUGGESTED_MATCH,C0015,2025-06,2025-06,23986.17,23986.17,0.0
OPP-00371,SO-00264,SUGGESTED_MATCH,C0053,2025-03,2025-03,35789.22,35789.22,0.0
OPP-00386,SO-00273,SUGGESTED_MATCH,C0035,2025-01,2025-01,31279.3,31279.3,0.0
OPP-00391,SO-00277,SUGGESTED_MATCH,C0050,2025-01,2025-01,30316.2,30316.2,0.0
OPP-00407,SO-00288,SUGGESTED_MATCH,C0068,2025-06,2025-06,32012.91,32012.91,0.0
OPP-00484,SO-00345,SUGGESTED_MATCH,C0105,2025-03,2025-03,8925.2,8925.2,0.0
OPP-00508,SO-00363,SUGGESTED_MATCH,C0020,2025-08,2025-08,26765.67,26765.67,0.0
OPP-00516,SO-00369,SUGGESTED_MATCH,C0011,2025-04,2025-04,73460.59,73460.59,0.0
OPP-00521,SO-00371,SUGGESTED_MATCH,C0076,2025-03,2025-03,59396.63,59396.63,0.0
OPP-00540,SO-00379,SUGGESTED_MATCH,C0064,2025-12,2025-12,23719.24,23719.24,0.0
OPP-00587,SO-00412,SUGGESTED_MATCH,C0030,2025-02,2025-02,10662.23,10662.23,0.0
OPP-00597,SO-00419,SUGGESTED_MATCH,C0116,2025-07,2025-07,17135.04,17135.04,0.0
