opp_id,account_id,region,stage,close_date,amount,currency
OPP-00398,C0039,North,Open,2025-04-15,26711.85,EUR
OPP-00399,C0088,South,Closed Won,2025-12-25,16946.05,EUR
OPP-00400,C0002,Export,Closed Won,2025-12-31,29464.78,EUR
OPP-00401,C0117,South,Closed Lost,2025-02-13,39958.93,USD
OPP-00402,C0050,Central,Closed Won,2025-11-10,67223.13,EUR
OPP-00403,C0085,North,Closed Won,2025-04-13,45061.59,EUR
OPP-00404,C0061,South,Closed Won,2025-09-29,42703.08,EUR
OPP-00405,C0079,North,Closed Lost,2025-05-02,38121.97,EUR
OPP-00406,C0069,North,Open,2025-06-11,46018.88,EUR
OPP-00407,C0068,Central,Closed Won,2025-06-29,34770.19,USD
OPP-00408,C0109,North,Closed Won,2025-12-05,12518.63,EUR
OPP-00409,C0064,Export,Closed Won,2025-02-24,23836.9,EUR
OPP-00410,C0064,Export,Closed Won,2025-01-29,23454.02,EUR
OPP-00411,C0013,Export,Closed Won,2025-05-09,27988.46,EUR
OPP-00412,C0046,South,Closed Won,2025-12-11,14177.52,EUR
OPP-00413,C0004,North,Closed Won,2025-04-23,55032.82,EUR
OPP-00414,C0061,South,Closed Won,2025-12-10,37327.06,EUR
OPP-00415,C0058,Export,Closed Won,2025-11-04,46596.56,EUR
OPP-00416,C0009,Central,Closed Won,2025-12-29,32198.05,EUR
OPP-00417,C0034,South,Closed Won,2025-08-21,18798.96,USD
OPP-00418,C0093,Export,Closed Lost,2025-05-04,31193.67,EUR
OPP-00419,C0118,Export,Closed Won,2025-05-21,30915.26,GBP
OPP-00420,C0103,Export,Closed Lost,2025-06-06,31274.82,EUR
OPP-00421,C0033,Export,Closed Won,2025-10-11,27748.91,USD
OPP-00422,C0031,Central,Closed Won,2025-01-05,126066.86,EUR
OPP-00423,C0050,Central,Closed Lost,2025-12-08,138204.75,EUR
OPP-00424,C0001,Central,Open,2025-10-18,21034.78,EUR
OPP-00425,C0101,Export,Closed Won,2025-07-06,33636.48,USD
OPP-00426,C0032,Central,Open,2025-12-04,35453.11,USD
OPP-00427,C0046,South,Closed Won,2025-09-11,51823.48,EUR
OPP-00428,C0062,Central,Closed Won,2025-07-03,14872.65,EUR
OPP-00429,C0032,Central,Closed Won,2025-11-08,15265.98,USD
OPP-00430,C0059,Export,Closed Won,2025-06-22,66890.41,GBP
OPP-00431,C0093,Export,Closed Won,2025-12-28,8131.83,EUR
OPP-00432,C0042,Export,Closed Won,2025-04-21,21812.6,EUR
OPP-00433,C0067,Central,Closed Won,2025-11-15,38384.53,USD
OPP-00434,C0014,Central,Closed Won,2025-08-19,7304.61,EUR
OPP-00435,C0107,South,Closed Lost,2025-09-15,19382.04,GBP
OPP-00436,C0017,South,Closed Won,2025-11-17,44724.15,GBP
OPP-00437,C0045,Export,Closed Won,2025-08-12,7336.24,EUR
OPP-00438,C0076,South,Closed Won,2025-03-11,18440.88,USD
OPP-00439,C0035,North,Open,2025-08-10,19549.22,EUR
OPP-00440,C0063,South,Closed Lost,2025-05-02,19851.99,EUR
OPP-00441,C0119,South,Open,2025-09-25,93416.63,EUR
OPP-00442,C0056,North,Closed Won,2025-01-04,27116.41,EUR
OPP-00443,C0087,Export,Closed Lost,2025-08-20,15711.54,EUR
OPP-00444,C0054,North,Closed Lost,2025-10-17,31698.0,EUR
OPP-00445,C0105,Export,Closed Won,2025-09-07,124256.67,USD
OPP-00446,C0051,Central,Closed Won,2025-09-22,14094.84,EUR
OPP-00447,C0107,South,Closed Lost,2025-01-07,21731.51,GBP
OPP-00448,C0024,North,Closed Lost,2025-12-19,52042.48,EUR
OPP-00449,C0074,Central,Closed Won,2025-09-02,8888.23,EUR
OPP-00450,C0001,Central,Closed Lost,2025-12-30,25357.66,EUR
OPP-00451,C0026,North,Closed Won,2025-06-27,11757.95,GBP
OPP-00452,C0068,Central,Closed Won,2025-06-19,5094.4,USD
OPP-00453,C0048,South,Closed Won,2025-05-24,46749.39,GBP
OPP-00454,C0013,Export,Closed Won,2025-10-20,36006.61,EUR
OPP-00455,C0004,North,Closed Won,2025-05-10,3150.62,EUR
OPP-00456,C0015,South,Closed Won,2025-03-14,63874.35,EUR
OPP-00457,C0038,Central,Closed Won,2025-10-23,34686.52,EUR
OPP-00458,C0100,North,Closed Won,2025-05-21,36778.29,EUR
OPP-00459,C0063,South,Closed Won,2025-09-01,51504.25,EUR
OPP-00460,C0085,North,Closed Won,2025-11-10,19088.56,EUR
OPP-00461,C0089,Central,Closed Won,2025-03-24,19048.52,EUR
OPP-00462,C0004,North,Open,2025-07-13,47977.39,EUR
OPP-00463,C0019,Export,Closed Won,2025-04-15,27977.55,EUR
OPP-00464,C0083,Central,Closed Won,2025-01-12,22263.91,USD
OPP-00465,C0040,South,Closed Won,2025-10-08,5072.7,EUR
OPP-00466,C0105,Export,Closed Won,2025-07-05,54164.0,USD
OPP-00467,C0029,South,Closed Won,2025-07-01,19070.95,EUR
OPP-00468,C0033,Export,Closed Lost,2025-01-04,75782.56,USD
OPP-00469,C0009,Central,Closed Lost,2025-11-11,23576.12,EUR
OPP-00470,C0037,Central,Open,2025-08-31,16576.83,EUR
OPP-00471,C0031,Central,Closed Won,2025-05-18,42449.84,EUR
OPP-00472,C0057,Export,Closed Lost,2025-11-07,29883.35,EUR
OPP-00473,C0030,North,Closed Won,2025-11-10,80816.39,EUR
OPP-00474,C0117,South,Closed Won,2025-12-16,75816.36,USD
OPP-00475,C0064,Export,Closed Won,2025-11-28,12450.76,EUR
OPP-00476,C0092,South,Closed Won,2025-02-26,4878.17,EUR
OPP-00477,C0084,Central,Closed Won,2025-04-23,22212.43,USD
OPP-00478,C0071,North,Closed Won,2025-12-22,17503.23,EUR
OPP-00479,C0080,Export,Closed Won,2025-09-23,6818.59,EUR
OPP-00480,C0025,South,Closed Won,2025-05-15,11945.53,EUR
OPP-00481,C0049,North,Closed Won,2025-10-31,19687.74,EUR
OPP-00482,C0035,North,Closed Won,2025-10-30,14674.14,EUR
OPP-00483,C0013,Export,Closed Won,2025-04-30,18490.26,EUR
OPP-00484,C0105,Export,Closed Won,2025-03-07,9808.99,USD
OPP-00485,C0072,North,Closed Won,2025-04-11,41413.61,EUR
OPP-00486,C0087,Export,Closed Won,2025-04-12,19830.75,EUR
OPP-00487,C0024,North,Closed Won,2025-12-30,26587.97,EUR
OPP-00488,C0013,Export,Closed Won,2025-01-26,28903.87,EUR
OPP-00489,C0069,North,Closed Won,2025-02-26,32646.41,EUR
OPP-00490,C0116,South,Closed Lost,2025-12-21,13627.8,EUR
OPP-00491,C0063,South,Closed Won,2025-09-25,166464.68,EUR
OPP-00492,C0082,Central,Open,2025-06-25,18498.39,EUR
OPP-00493,C0102,North,Open,2025-01-21,20183.61,EUR
OPP-00494,C0113,Export,Closed Won,2025-11-14,17619.84,EUR
OPP-00495,C0012,Central,Closed Won,2025-04-26,24143.55,EUR
OPP-00496,C0066,South,Closed Won,2025-05-06,67897.4,EUR
OPP-00497,C0076,South,Open,2025-06-05,33840.8,USD
OPP-00498,C0006,South,Closed Lost,2025-11-08,6489.02,EUR
OPP-00499,C0076,South,Closed Won,2025-07-22,22113.69,USD
OPP-00500,C0071,North,Closed Lost,2025-02-11,25079.14,EUR
OPP-00501,C0097,Export,Closed Won,2025-07-01,70573.88,USD
OPP-00502,C0017,South,Closed Won,2025-07-02,16461.23,GBP
OPP-00503,C0113,Export,Closed Won,2025-04-08,24699.57,EUR
OPP-00504,C0040,South,Closed Won,2025-04-30,32023.96,EUR
OPP-00505,C0004,North,Closed Won,2025-10-20,51205.21,EUR
OPP-00506,C0082,Central,Closed Won,2025-08-15,88852.89,EUR
OPP-00507,C0046,South,Closed Won,2025-01-20,73511.4,EUR
OPP-00508,C0020,South,Closed Won,2025-08-25,23163.71,GBP
OPP-00509,C0043,South,Closed Won,2025-01-11,20743.9,EUR
OPP-00510,C0025,South,Closed Won,2025-02-03,31929.24,EUR
OPP-00511,C0094,North,Closed Won,2025-08-26,14680.27,GBP
OPP-00512,C0045,Export,Open,2025-05-18,35789.5,EUR
OPP-00513,C0115,South,Closed Won,2025-07-15,26058.76,EUR
OPP-00514,C0018,South,Closed Won,2025-10-08,38171.78,EUR
OPP-00515,C0107,South,Closed Lost,2025-07-16,35324.3,GBP
OPP-00516,C0011,Central,Closed Won,2025-04-09,73460.59,EUR
OPP-00517,C0110,Central,Closed Lost,2025-11-28,87349.14,USD
OPP-00518,C0116,South,Open,2025-11-18,30975.18,EUR
OPP-00519,C0086,Central,Closed Won,2025-07-02,132070.91,GBP
OPP-00520,C0071,North,Closed Lost,2025-06-17,35132.78,EUR
OPP-00521,C0076,South,Closed Won,2025-03-15,65278.19,USD
OPP-00522,C0024,North,Closed Lost,2025-10-24,34127.75,EUR
OPP-00523,C0035,North,Closed Won,2025-11-25,72194.09,EUR
OPP-00524,C0080,Export,Closed Lost,2025-01-31,37379.49,EUR
OPP-00525,C0029,South,Closed Lost,2025-10-03,63992.33,EUR
OPP-00526,C0055,Export,Closed Won,2025-05-18,55648.09,USD
OPP-00527,C0101,Export,Closed Won,2025-11-12,61406.33,USD
OPP-00528,C0097,Export,Closed Lost,2025-08-03,10597.63,USD
OPP-00529,C0047,Export,Closed Won,2025-06-18,20443.94,EUR
OPP-00530,C0038,Central,Closed Won,2025-07-04,15679.96,EUR
OPP-00531,C0041,Export,Closed Lost,2025-07-27,31195.28,EUR
OPP-00532,C0011,Central,Closed Won,2025-07-25,75082.44,EUR
OPP-00533,C0059,Export,Open,2025-07-13,27003.61,GBP
OPP-00534,C0046,South,Open,2025-06-27,43537.57,EUR
OPP-00535,C0097,Export,Closed Won,2025-10-30,42830.45,USD
OPP-00536,C0003,Export,Closed Lost,2025-05-18,74082.98,USD
OPP-00537,C0086,Central,Closed Lost,2025-04-07,18778.25,GBP
OPP-00538,C0068,Central,Open,2025-08-03,7126.17,USD
OPP-00539,C0030,North,Closed Lost,2025-12-08,26516.05,EUR
OPP-00540,C0064,Export,Closed Won,2025-12-14,23719.24,EUR
OPP-00541,C0031,Central,Closed Won,2025-05-14,9895.44,EUR
OPP-00542,C0017,South,Closed Won,2025-07-28,26530.99,GBP
OPP-00543,C0067,Central,Closed Won,2025-07-09,37783.92,USD
OPP-00544,C0064,Export,Closed Lost,2025-02-17,7774.54,EUR
OPP-00545,C0037,Central,Closed Won,2025-11-07,54011.07,EUR
OPP-00546,C0025,South,Closed Won,2025-10-16,22746.36,EUR
OPP-00547,C0087,Export,Closed Lost,2025-02-03,25736.77,EUR
OPP-00548,C0049,North,Closed Lost,2025-10-16,38051.32,EUR
OPP-00549,C0084,Central,Closed Won,2025-06-20,14714.85,USD
OPP-00550,C0038,Central,Closed Won,2025-08-30,31182.28,EUR
OPP-00551,C0101,Export,Closed Won,2025-04-24,25966.44,USD
OPP-00552,C0091,South,Closed Won,2025-08-21,28205.97,EUR
OPP-00553,C0017,South,Closed Won,2025-10-04,30424.1,GBP
OPP-00554,C0026,North,Closed Won,2025-03-22,20754.18,GBP
OPP-00555,C0047,Export,Closed Lost,2025-09-03,11864.11,EUR
OPP-00556,C0027,Central,Closed Lost,2025-12-03,26424.65,EUR
OPP-00557,C0070,North,Closed Won,2025-07-22,22820.04,EUR
OPP-00558,C0060,Central,Closed Won,2025-08-04,7758.49,EUR
OPP-00559,C0088,South,Closed Won,2025-11-05,23938.83,EUR
OPP-00560,C0084,Central,Closed Won,2025-06-01,8661.56,USD
OPP-00561,C0072,North,Closed Won,2025-02-26,33930.83,EUR
OPP-00562,C0007,South,Open,2025-12-23,50130.71,EUR
OPP-00563,C0030,North,Closed Lost,2025-03-17,91752.8,EUR
OPP-00564,C0089,Central,Closed Won,2025-07-15,52966.12,EUR
OPP-00565,C0078,Central,Closed Won,2025-07-12,39701.27,GBP
OPP-00566,C0066,South,Closed Won,2025-06-23,38206.46,EUR
OPP-00567,C0071,North,Closed Lost,2025-01-23,25861.0,EUR
OPP-00568,C0046,South,Closed Won,2025-04-25,75789.37,EUR
OPP-00569,C0056,North,Closed Won,2025-08-07,18015.8,EUR
OPP-00570,C0083,Central,Closed Won,2025-07-17,22432.59,USD
OPP-00571,C0102,North,Closed Won,2025-05-10,29030.19,EUR
OPP-00572,C0112,Export,Closed Won,2025-01-01,10267.82,EUR
OPP-00573,C0033,Export,Closed Won,2025-04-16,27039.25,USD
OPP-00574,C0012,Central,Closed Won,2025-04-10,48543.81,EUR
OPP-00575,C0003,Export,Open,2025-05-04,27076.49,USD
OPP-00576,C0024,North,Open,2025-02-16,8391.3,EUR
OPP-00577,C0075,Central,Open,2025-09-03,53448.36,USD
OPP-00578,C0049,North,Closed Won,2025-03-18,24952.43,EUR
OPP-00579,C0037,Central,Open,2025-02-14,23920.43,EUR
OPP-00580,C0046,South,Open,2025-08-02,44903.43,EUR
OPP-00581,C0048,South,Closed Lost,2025-07-28,17420.88,GBP
OPP-00582,C0018,South,Closed Won,2025-02-13,24134.77,EUR
OPP-00583,C0103,Export,Closed Won,2025-04-22,81045.31,EUR
OPP-00584,C0020,South,Closed Won,2025-08-02,9623.4,GBP
OPP-00585,C0071,North,Closed Won,2025-07-19,38449.35,EUR
OPP-00586,C0106,South,Closed Won,2025-10-15,16743.11,EUR
OPP-00587,C0030,North,Closed Won,2025-02-28,10662.23,EUR
OPP-00588,C0119,South,Closed Won,2025-03-24,50294.91,EUR
OPP-00589,C0115,South,Closed Lost,2025-12-05,38486.38,EUR
OPP-00590,C0023,Export,Open,2025-02-23,15179.62,EUR
OPP-00591,C0063,South,Closed Won,2025-07-01,16911.99,EUR
OPP-00592,C0013,Export,Closed Won,2025-02-08,14706.43,EUR
OPP-00593,C0035,North,Closed Won,2025-12-06,18472.38,EUR
OPP-00594,C0016,Export,Closed Won,2025-05-26,39368.21,GBP
OPP-00595,C0086,Central,Closed Lost,2025-03-20,34549.75,GBP
OPP-00596,C0090,North,Closed Won,2025-02-06,13176.21,GBP
OPP-00597,C0116,South,Closed Won,2025-07-07,17135.04,EUR
OPP-00598,C0017,South,Closed Won,2025-04-27,10453.63,GBP
OPP-00599,C0103,Export,Closed Won,2025-12-20,15856.68,EUR
OPP-00600,C0034,South,Closed Won,2025-09-12,15906.65,USD
